"","votereg","presvote20post","gender4","educ"
"7198",1,1,1,3
"7199",1,2,1,2
"7200",2,6,2,3
"7201",1,1,2,5
"7202",1,1,1,4
"7203",1,1,1,3
"7204",1,2,2,5
"7205",1,2,2,5
"7206",1,6,2,5
"7207",1,1,2,3
"7208",1,6,2,1
"7209",1,1,1,3
"7210",1,2,2,5
"7211",1,1,2,5
"7212",1,3,1,5
"7213",1,2,1,2
"7214",1,2,2,4
"7215",1,1,2,5
"7216",1,2,1,3
"7217",1,2,2,4
"7218",1,2,1,4
"7219",1,6,2,2
"7220",1,1,1,3
"7221",1,2,1,3
"7222",1,2,2,4
"7223",2,6,2,2
"7224",1,2,2,2
"7225",1,6,2,2
"7226",1,1,1,1
"7227",1,2,2,5
"7228",1,1,1,5
"7229",1,6,2,1
"7230",1,2,2,5
"7231",1,6,1,5
"7232",1,2,1,2
"7233",1,6,2,4
"7234",1,2,1,5
"7235",1,3,1,4
"7236",1,6,2,5
"7237",1,2,1,3
"7238",1,1,1,1
"7239",1,2,2,3
"7240",1,2,2,5
"7241",2,6,2,1
"7242",1,1,2,3
"7243",1,1,1,4
"7244",1,1,2,3
"7245",1,6,2,1
"7246",1,2,2,2
"7247",1,1,2,5
"7248",1,1,2,3
"7249",1,1,1,5
"7250",1,5,2,2
"7251",1,2,1,5
"7252",1,1,2,5
"7253",1,1,2,5
"7254",1,1,2,5
"7255",1,1,1,3
"7256",1,1,2,5
"7257",1,2,1,5
"7258",1,1,2,4
"7259",1,6,1,5
"7260",1,1,2,4
"7261",1,1,1,3
"7262",1,1,1,2
"7263",1,2,1,5
"7264",2,6,2,2
"7265",1,1,1,5
"7266",1,2,2,3
"7267",1,2,2,3
"7268",1,1,1,5
"7269",1,2,1,5
"7270",1,1,2,4
"7271",1,1,2,4
"7272",1,2,2,5
"7273",1,1,2,5
"7274",1,1,2,5
"7275",1,1,2,5
"7276",1,2,1,4
"7277",1,2,2,2
"7278",1,2,1,2
"7279",1,2,2,2
"7280",1,2,1,5
"7281",1,2,1,5
"7282",1,2,2,5
"7283",1,2,1,5
"7284",1,1,2,3
"7285",1,1,2,5
"7286",1,2,2,5
"7287",1,1,2,3
"7288",1,2,1,2
"7289",1,1,2,4
"7290",1,1,1,5
"7291",1,2,2,1
"7292",1,1,2,5
"7293",1,2,2,4
"7294",1,2,2,5
"7295",1,2,1,5
"7296",1,1,1,3
"7297",1,1,1,4
"7298",1,1,1,5
"7299",1,1,2,5
"7300",1,3,1,5
"7301",1,2,1,5
"7302",2,6,2,2
"7303",1,1,1,4
"7304",1,2,2,5
"7305",1,1,3,4
"7306",1,2,1,2
"7307",1,1,2,5
"7308",1,1,1,5
"7309",1,2,2,4
"7310",1,1,1,5
"7311",1,1,2,4
"7312",1,1,2,5
"7313",1,1,2,5
"7314",1,2,1,5
"7315",1,3,1,5
"7316",2,6,2,2
"7317",1,2,1,5
"7318",1,1,1,5
"7319",1,1,1,2
"7320",1,1,2,3
"7321",1,1,1,5
"7322",1,1,2,5
"7323",1,2,1,5
"7324",1,1,1,3
"7325",1,2,1,4
"7326",1,1,2,2
"7327",2,6,2,1
"7328",1,2,2,3
"7329",1,2,2,4
"7330",1,1,2,5
"7331",1,1,2,3
"7332",1,2,2,2
"7333",1,2,2,5
"7334",1,1,1,3
"7335",1,2,2,4
"7336",1,1,2,5
"7337",1,2,2,3
"7338",1,2,2,5
"7339",1,2,2,2
"7340",1,1,1,5
"7341",1,1,2,5
"7342",1,6,2,4
"7343",1,1,2,5
"7344",1,1,1,5
"7345",1,2,2,3
"7346",1,3,1,5
"7347",1,2,1,2
"7348",1,2,2,4
"7349",1,1,1,5
"7350",2,6,2,2
"7351",1,1,2,3
"7352",1,2,1,6
"7353",1,1,2,4
"7354",1,2,2,5
"7355",1,1,2,3
"7356",1,1,2,3
"7357",1,1,1,5
"7358",1,2,2,3
"7359",1,6,2,4
"7360",1,1,2,5
"7361",1,2,1,3
"7362",1,1,1,5
"7363",1,2,1,5
"7364",1,1,2,5
"7365",1,2,1,5
"7366",1,1,1,5
"7367",1,2,1,5
"7368",1,5,2,2
"7369",1,2,1,5
"7370",1,6,2,1
"7371",1,2,2,3
"7372",1,2,1,5
"7373",1,1,2,5
"7374",2,6,2,5
"7375",2,2,2,4
"7376",1,1,1,2
"7377",1,1,2,5
"7378",1,2,1,5
"7379",1,1,2,6
"7380",1,2,1,5
"7381",1,2,1,3
"7382",1,1,2,5
"7383",1,1,2,5
"7384",1,2,2,4
"7385",1,2,2,4
"7386",1,2,2,4
"7387",1,2,2,5
"7388",1,2,1,5
"7389",1,1,1,5
"7390",1,1,1,2
"7391",1,1,1,5
"7392",1,2,1,2
"7393",1,2,1,4
"7394",1,2,1,5
"7395",1,1,2,1
"7396",1,1,2,5
"7397",1,1,1,5
"7398",1,2,1,5
"7399",1,1,2,2
"7400",1,6,1,5
"7401",1,2,2,2
"7402",1,1,1,4
"7403",1,1,2,5
"7404",1,2,2,5
"7405",1,2,1,3
"7406",1,2,1,2
"7407",1,6,2,5
"7408",1,1,2,5
"7409",1,2,1,5
"7410",1,1,1,5
"7411",1,1,2,5
"7412",1,1,1,3
"7413",1,1,1,3
"7414",1,1,1,3
"7415",2,6,2,1
"7416",1,6,1,5
"7417",1,6,1,5
"7418",1,2,2,4
"7419",1,1,2,3
"7420",1,2,2,5
"7421",1,2,2,2
"7422",1,1,1,4
"7423",1,1,2,5
"7424",1,1,2,5
"7425",1,2,2,5
"7426",1,1,1,4
"7427",1,2,2,5
"7428",1,2,1,5
"7429",1,2,2,5
"7430",1,1,2,3
"7431",1,1,1,5
"7432",1,2,1,5
"7433",1,2,2,2
"7434",1,1,2,4
"7435",1,1,2,5
"7436",1,2,2,6
"7437",1,1,2,6
"7438",1,2,2,5
"7439",1,1,2,6
"7440",1,1,2,6
"7441",1,1,1,5
"7442",1,1,2,6
"7443",1,1,2,3
"7444",1,1,2,3
"7445",1,1,2,3
"7446",2,6,2,3
"7447",2,4,2,3
"7448",1,6,2,4
"7449",1,2,2,4
"7450",1,2,2,2
"7451",1,1,1,5
"7452",1,1,2,5
"7453",1,1,2,4
"7454",1,1,2,4
"7455",1,1,1,3
"7456",1,1,2,3
"7457",1,1,2,5
"7458",1,2,1,6
"7459",2,6,2,3
"7460",1,1,1,5
"7461",1,1,2,2
"7462",1,2,1,3
"7463",1,1,2,6
"7464",1,6,1,5
"7465",1,1,2,6
"7466",1,2,2,3
"7467",1,1,2,5
"7468",1,1,1,6
"7469",1,1,2,2
"7470",3,6,2,5
"7471",1,6,2,3
"7472",1,2,1,5
"7473",1,6,2,2
"7474",1,2,2,4
"7475",2,6,2,3
"7476",1,2,2,5
"7477",1,2,2,3
"7478",2,6,2,2
"7479",1,2,1,5
"7480",1,1,1,2
"7481",1,2,1,3
"7482",1,1,1,3
"7483",1,1,2,5
"7484",1,2,2,5
"7485",1,2,2,3
"7486",1,1,2,5
"7487",2,6,1,5
"7488",1,1,1,5
"7489",1,2,2,6
"7490",1,2,2,6
"7491",1,2,2,5
"7492",1,2,1,5
"7493",1,6,2,2
"7494",1,2,1,4
"7495",1,2,1,5
"7496",1,1,2,2
"7497",2,6,2,3
"7498",1,2,1,5
"7499",3,6,1,5
"7500",2,6,2,3
"7501",1,1,1,5
"7502",1,1,2,3
"7503",1,1,2,6
"7504",1,2,1,3
"7505",1,1,2,3
"7506",1,1,2,5
"7507",1,1,1,5
"7508",1,1,2,6
"7509",1,1,1,3
"7510",1,1,2,5
"7511",1,2,2,6
"7512",1,2,1,3
"7513",1,6,2,3
"7514",1,1,2,4
"7515",2,6,2,6
"7516",1,2,2,6
"7517",1,1,2,5
"7518",1,1,1,6
"7519",1,2,1,5
"7520",1,2,1,2
"7521",1,2,2,2
"7522",1,2,2,3
"7523",1,1,1,3
"7524",1,1,1,2
"7525",1,5,2,5
"7526",1,6,2,5
"7527",1,5,1,6
"7528",1,1,1,4
"7529",1,2,2,3
"7530",1,1,2,6
"7531",1,2,2,3
"7532",2,6,2,2
"7533",1,1,2,6
"7534",1,1,1,5
"7535",1,1,1,6
"7536",1,1,1,3
"7537",1,3,2,3
"7538",1,1,2,6
"7539",1,1,1,5
"7540",1,1,1,3
"7541",1,1,2,5
"7542",1,1,2,3
"7543",1,2,2,4
"7544",1,1,1,3
"7545",1,1,1,4
"7546",1,1,2,4
"7547",1,2,2,3
"7548",1,2,2,5
"7549",1,1,2,6
"7550",1,1,2,5
"7551",1,1,1,6
"7552",1,1,2,3
"7553",1,1,2,5
"7554",2,6,2,4
"7555",1,1,1,3
"7556",1,2,2,3
"7557",1,2,1,5
"7558",1,1,2,6
"7559",1,1,2,3
"7560",1,2,1,4
"7561",1,4,1,3
"7562",1,2,1,5
"7563",3,6,2,3
"7564",1,2,2,3
"7565",1,1,2,6
"7566",1,1,2,6
"7567",1,1,2,5
"7568",1,1,2,4
"7569",1,2,2,6
"7570",1,1,1,5
"7571",1,1,2,6
"7572",1,1,2,5
"7573",1,1,2,4
"7574",1,2,2,2
"7575",1,2,1,4
"7576",1,1,2,5
"7577",1,1,2,5
"7578",1,1,1,3
"7579",1,2,2,4
"7580",1,2,1,2
"7581",1,2,2,3
"7582",1,1,1,5
"7583",1,2,1,5
"7584",1,2,1,3
"7585",1,3,1,5
"7586",1,1,2,2
"7587",1,2,2,5
"7588",1,1,1,2
"7589",1,1,1,6
"7590",1,1,2,5
"7591",1,2,2,6
"7592",1,1,2,3
"7593",1,1,2,4
"7594",1,1,2,3
"7595",1,1,2,4
"7596",1,2,2,3
"7597",1,2,2,5
"7598",1,1,1,5
"7599",2,2,2,2
"7600",1,6,2,2
"7601",1,2,2,3
"7602",1,1,2,5
"7603",1,1,2,3
"7604",1,1,2,6
"7605",1,1,2,5
"7606",1,2,2,3
"7607",1,2,2,3
"7608",1,2,1,4
"7609",1,2,2,5
"7610",1,2,1,4
"7611",1,2,2,2
"7612",1,2,2,6
"7613",1,2,1,6
"7614",2,1,2,5
"7615",1,1,2,6
"7616",1,2,1,3
"7617",1,2,2,5
"7618",1,2,1,3
"7619",1,2,2,4
"7620",1,1,1,3
"7621",1,2,1,5
"7622",1,1,1,5
"7623",1,2,2,5
"7624",1,1,1,5
"7625",1,1,1,3
"7626",1,2,1,4
"7627",1,2,1,2
"7628",1,2,1,5
"7629",1,1,2,2
"7630",1,2,2,6
"7631",1,1,2,6
"7632",1,1,1,3
"7633",1,2,1,2
"7634",1,6,2,5
"7635",1,1,2,5
"7636",1,1,2,5
"7637",1,2,2,4
"7638",1,1,1,4
"7639",1,1,1,2
"7640",1,1,1,5
"7641",1,1,2,6
"7642",1,1,2,6
"7643",1,2,2,5
"7644",1,1,2,5
"7645",2,1,2,4
"7646",1,1,1,5
"7647",1,1,2,5
"7648",1,1,1,5
"7649",1,2,2,3
"7650",1,2,2,5
"7651",1,2,2,5
"7652",1,2,2,3
"7653",1,2,2,5
"7654",1,1,2,6
"7655",1,1,1,6
"7656",1,1,2,6
"7657",1,1,2,5
"7658",1,1,2,5
"7659",1,2,1,3
"7660",1,2,1,6
"7661",1,1,1,6
"7662",1,2,2,5
"7663",1,2,2,3
"7664",1,1,1,6
"7665",1,1,1,3
"7666",1,1,1,5
"7667",1,1,2,6
"7668",1,2,2,4
"7669",1,2,1,5
"7670",1,1,2,5
"7671",1,1,1,5
"7672",2,6,2,5
"7673",1,1,1,6
"7674",1,2,2,5
"7675",1,1,1,5
"7676",1,2,1,5
"7677",1,1,1,4
"7678",2,6,2,2
"7679",1,2,1,2
"7680",1,1,2,4
"7681",1,1,2,5
"7682",1,1,1,5
"7683",1,2,2,4
"7684",1,2,2,6
"7685",1,3,2,3
"7686",1,1,1,5
"7687",1,1,2,5
"7688",1,1,2,5
"7689",1,2,2,6
"7690",1,1,2,5
"7691",1,2,1,5
"7692",1,2,1,5
"7693",1,1,2,3
"7694",1,2,2,4
"7695",1,6,2,4
"7696",1,1,2,5
"7697",1,1,2,5
"7698",1,2,1,5
"7699",1,6,2,4
"7700",1,1,2,3
"7701",1,1,2,3
"7702",1,2,2,6
"7703",1,2,1,4
"7704",1,1,1,5
"7705",1,1,2,5
"7706",1,1,2,4
"7707",2,6,2,5
"7708",1,4,1,5
"7709",1,1,1,5
"7710",1,1,2,5
"7711",1,1,1,6
"7712",1,1,2,6
"7713",1,5,1,5
"7714",1,2,1,5
"7715",1,2,1,3
"7716",1,1,1,5
"7717",1,1,1,3
"7718",1,2,2,2
"7719",1,2,2,5
"7720",1,6,1,5
"7721",1,6,2,3
"7722",1,1,1,4
"7723",1,1,2,5
"7724",1,2,1,5
"7725",1,1,1,3
"7726",1,2,1,4
"7727",1,1,1,6
"7728",1,1,1,3
"7729",1,1,2,5
"7730",1,1,1,3
"7731",1,2,1,3
"7732",1,2,1,6
"7733",1,1,1,5
"7734",1,1,1,5
"7735",1,1,2,5
"7736",1,2,2,4
"7737",1,5,1,5
"7738",1,1,1,6
"7739",1,6,2,3
"7740",1,1,2,5
"7741",1,1,1,6
"7742",1,1,1,5
"7743",1,2,2,3
"7744",1,2,2,4
"7745",1,1,2,3
"7746",1,1,2,5
"7747",1,1,1,3
"7748",1,1,2,6
"7749",1,1,2,5
"7750",1,2,2,2
"7751",1,1,1,5
"7752",1,2,2,6
"7753",1,2,2,3
"7754",1,1,2,2
"7755",1,1,1,6
"7756",1,1,1,5
"7757",1,1,2,3
"7758",1,1,2,5
"7759",1,2,1,4
"7760",1,1,1,5
"7761",1,1,1,6
"7762",1,6,2,6
"7763",1,1,2,5
"7764",1,2,1,5
"7765",1,1,2,6
"7766",1,1,2,5
"7767",1,1,1,6
"7768",1,2,2,2
"7769",1,2,1,4
"7770",2,6,2,3
"7771",1,2,1,2
"7772",1,2,1,6
"7773",1,2,2,5
"7774",1,1,2,5
"7775",1,1,2,4
"7776",1,1,2,4
"7777",1,2,1,6
"7778",1,2,1,5
"7779",1,1,2,5
"7780",1,2,2,2
"7781",1,1,2,5
"7782",1,1,1,5
"7783",1,1,2,5
"7784",1,1,2,3
"7785",1,1,2,5
"7786",1,2,1,5
"7787",1,2,2,3
"7788",1,1,2,5
"7789",1,2,1,4
"7790",1,1,2,5
"7791",1,1,2,3
"7792",1,2,2,3
"7793",1,2,1,2
"7794",1,2,2,3
"7795",1,1,2,2
"7796",1,1,2,5
"7797",1,2,2,4
"7798",1,2,2,3
"7799",1,2,1,5
"7800",1,1,2,6
"7801",1,1,2,4
"7802",1,2,1,4
"7803",1,1,2,4
"7804",2,6,2,3
"7805",1,1,2,5
"7806",1,2,1,4
"7807",1,1,1,5
"7808",1,2,1,3
"7809",1,1,2,5
"7810",1,2,1,2
"7811",1,2,2,3
"7812",1,2,1,5
"7813",1,2,2,5
"7814",1,1,1,5
"7815",1,1,2,6
"7816",1,1,1,6
"7817",1,2,1,5
"7818",1,1,1,5
"7819",1,2,2,4
"7820",1,6,1,2
"7821",1,1,2,6
"7822",1,2,2,5
"7823",1,2,2,5
"7824",1,1,1,3
"7825",1,2,2,3
"7826",1,1,1,6
"7827",1,2,2,4
"7828",1,1,2,4
"7829",1,2,2,3
"7830",1,1,2,6
"7831",1,2,1,3
"7832",1,1,2,5
"7833",1,1,1,5
"7834",1,1,2,5
"7835",1,2,1,5
"7836",1,1,2,5
"7837",1,2,1,3
"7838",1,2,2,5
"7839",1,6,2,3
"7840",1,1,1,2
"7841",1,2,2,2
"7842",1,1,2,4
"7843",1,2,1,3
"7844",1,1,2,4
"7845",1,1,1,5
"7846",2,6,2,3
"7847",2,6,2,2
"7848",1,1,1,5
"7849",1,2,2,5
"7850",1,1,2,5
"7851",1,2,2,3
"7852",1,6,2,5
"7853",1,1,2,5
"7854",1,1,1,5
"7855",1,2,1,5
"7856",1,1,2,5
"7857",1,2,1,5
"7858",1,1,2,1
"7859",1,1,2,5
"7860",1,2,2,5
"7861",1,1,2,2
"7862",1,1,2,3
"7863",1,1,2,6
"7864",1,1,1,4
"7865",1,1,2,3
"7866",1,2,1,3
"7867",1,2,2,5
"7868",1,1,1,5
"7869",1,2,2,3
"7870",1,1,2,3
"7871",1,1,2,5
"7872",1,2,2,3
"7873",1,2,2,5
"7874",1,1,2,5
"7875",1,1,2,6
"7876",2,6,2,2
"7877",1,2,2,4
"7878",1,1,1,6
"7879",1,1,2,5
"7880",1,2,1,5
"7881",1,1,2,3
"7882",1,1,1,6
"7883",1,1,2,5
"7884",1,1,2,3
"7885",1,2,2,5
"7886",1,1,1,3
"7887",1,1,2,3
"7888",1,2,1,3
"7889",1,1,2,6
"7890",1,1,2,4
"7891",1,1,1,4
"7892",1,1,1,5
"7893",1,2,1,6
"7894",1,1,1,3
"7895",1,1,1,5
"7896",1,1,2,3
"7897",1,1,1,4
"7898",1,1,2,4
"7899",1,4,1,5
"7900",1,1,1,5
"7901",1,1,2,5
"7902",1,2,1,3
"7903",1,1,2,5
"7904",1,2,1,3
"7905",1,1,1,3
"7906",1,2,2,5
"7907",1,6,2,5
"7908",2,6,2,1
"7909",1,2,1,3
"7910",1,6,2,1
"7911",1,1,2,5
"7912",1,1,2,5
"7913",1,2,1,5
"7914",1,1,2,3
"7915",1,2,1,4
"7916",1,2,1,5
"7917",1,2,1,6
"7918",1,1,1,5
"7919",1,1,2,1
"7920",1,2,2,3
"7921",1,2,2,5
"7922",1,2,1,4
"7923",1,1,2,5
"7924",1,1,1,5
"7925",1,1,2,3
"7926",1,1,1,3
"7927",1,2,2,5
"7928",1,1,2,5
"7929",1,2,2,4
"7930",1,1,1,5
"7931",1,2,1,2
"7932",1,1,1,3
"7933",1,1,2,5
"7934",1,1,1,6
"7935",1,2,1,5
"7936",1,6,2,3
"7937",1,1,2,2
"7938",1,1,2,3
"7939",1,1,2,3
"7940",1,2,1,5
"7941",1,1,1,6
"7942",1,1,2,3
"7943",1,2,1,6
"7944",1,1,1,5
"7945",1,3,2,4
"7946",1,1,1,3
"7947",1,3,1,6
"7948",1,1,1,6
"7949",1,2,2,3
"7950",1,2,2,5
"7951",1,1,2,6
"7952",1,2,2,4
"7953",1,2,2,3
"7954",1,1,1,3
"7955",1,2,1,5
"7956",1,2,2,5
"7957",2,6,2,2
"7958",1,1,1,2
"7959",1,2,2,3
"7960",1,1,2,6
"7961",1,1,1,4
"7962",1,1,2,5
"7963",1,2,1,5
"7964",1,1,2,3
"7965",1,1,2,6
"7966",2,6,2,3
"7967",1,1,2,5
"7968",1,1,2,3
"7969",1,1,1,5
"7970",1,1,2,5
"7971",1,6,1,5
"7972",1,1,2,4
"7973",1,2,2,5
"7974",1,1,1,5
"7975",1,2,2,3
"7976",1,1,2,2
"7977",1,3,3,6
"7978",1,1,2,6
"7979",1,1,1,5
"7980",1,1,1,6
"7981",1,2,1,4
"7982",1,2,1,2
"7983",1,1,3,3
"7984",1,2,2,3
"7985",1,2,2,4
"7986",1,2,2,3
"7987",1,2,1,4
"7988",1,1,2,5
"7989",1,2,2,3
"7990",1,1,2,5
"7991",1,2,2,4
"7992",1,6,1,2
"7993",1,2,1,6
"7994",1,1,2,6
"7995",1,1,2,5
"7996",1,1,2,3
"7997",1,2,1,3
"7998",1,1,2,5
"7999",1,1,2,5
"8000",1,1,2,4
"8001",1,1,2,5
"8002",1,1,2,5
"8003",1,1,1,6
"8004",2,6,2,3
"8005",1,2,2,6
"8006",1,1,1,5
"8007",1,2,1,3
"8008",1,1,1,6
"8009",1,2,2,6
"8010",1,6,2,3
"8011",1,2,2,6
"8012",1,1,1,3
"8013",1,1,2,5
"8014",1,2,2,3
"8015",1,1,2,3
"8016",1,1,1,4
"8017",1,2,1,3
"8018",1,5,2,6
"8019",1,1,2,5
"8020",1,1,2,4
"8021",1,2,2,4
"8022",1,2,1,3
"8023",1,1,2,5
"8024",1,1,2,3
"8025",1,1,1,5
"8026",1,1,2,5
"8027",1,2,1,3
"8028",1,1,2,6
"8029",2,6,2,5
"8030",1,1,2,2
"8031",1,2,1,6
"8032",1,1,1,4
"8033",1,1,1,5
"8034",1,2,1,3
"8035",1,2,1,6
"8036",1,1,1,5
"8037",1,6,1,3
"8038",1,1,2,4
"8039",2,6,2,5
"8040",1,2,1,5
"8041",1,1,2,5
"8042",1,1,1,3
"8043",1,2,2,3
"8044",1,1,1,5
"8045",1,1,2,6
"8046",1,1,1,5
"8047",2,1,2,3
"8048",1,2,1,3
"8049",1,6,2,3
"8050",1,1,2,3
"8051",1,2,2,5
"8052",1,1,1,5
"8053",1,2,2,4
"8054",1,1,2,5
"8055",1,2,2,5
"8056",1,1,2,5
"8057",1,1,2,4
"8058",1,2,2,2
"8059",2,6,2,3
"8060",1,2,2,3
"8061",1,1,2,2
"8062",1,1,2,6
"8063",2,6,2,4
"8064",1,2,1,2
"8065",1,1,1,6
"8066",1,5,2,6
"8067",1,2,1,6
"8068",1,1,1,5
"8069",1,2,1,6
"8070",1,1,2,5
"8071",2,6,1,2
"8072",2,6,1,6
"8073",1,2,2,6
"8074",1,3,1,5
"8075",1,1,2,5
"8076",1,1,1,6
"8077",1,1,2,5
"8078",1,1,2,5
"8079",1,1,2,5
"8080",1,6,1,2
"8081",1,2,2,4
"8082",1,1,2,3
"8083",1,2,2,5
"8084",1,2,1,5
"8085",1,2,1,4
"8086",1,2,1,4
"8087",1,1,2,6
"8088",1,2,2,2
"8089",1,1,2,5
"8090",1,1,3,5
"8091",1,2,2,5
"8092",1,1,2,5
"8093",1,1,2,1
"8094",1,1,2,6
"8095",1,1,2,4
"8096",1,2,1,4
"8097",1,1,1,3
"8098",2,6,2,2
"8099",1,1,2,6
"8100",1,2,2,5
"8101",1,2,1,6
"8102",1,2,2,5
"8103",1,2,1,5
"8104",1,1,2,5
"8105",1,1,2,5
"8106",1,2,1,3
"8107",2,6,1,5
"8108",1,1,1,4
"8109",1,2,2,5
"8110",1,1,1,6
"8111",1,2,2,5
"8112",1,1,2,2
"8113",1,2,1,4
"8114",1,1,1,6
"8115",1,1,2,5
"8116",1,1,2,6
"8117",1,1,2,6
"8118",1,1,2,6
"8119",1,1,2,3
"8120",1,1,2,5
"8121",1,6,2,1
"8122",1,2,2,5
"8123",1,2,1,2
"8124",1,1,2,5
"8125",2,6,1,5
"8126",1,1,1,5
"8127",1,5,2,6
"8128",1,2,2,5
"8129",1,2,1,5
"8130",1,2,1,4
"8131",1,2,1,5
"8132",1,1,2,5
"8133",1,2,1,3
"8134",1,1,1,5
"8135",1,1,1,3
"8136",1,6,1,6
"8137",1,1,2,5
"8138",1,2,2,4
"8139",1,1,2,6
"8140",1,1,1,4
"8141",1,1,2,5
"8142",1,2,1,3
"8143",1,2,2,4
"8144",1,2,2,5
"8145",1,1,1,6
"8146",2,6,2,3
"8147",1,2,1,4
"8148",1,1,2,4
"8149",1,2,1,5
"8150",1,1,2,5
"8151",2,6,1,6
"8152",1,2,2,4
"8153",2,1,2,2
"8154",1,2,1,5
"8155",1,1,2,3
"8156",1,3,1,6
"8157",1,1,1,5
"8158",1,2,2,4
"8159",1,1,2,6
"8160",1,2,2,3
"8161",1,1,1,5
"8162",1,1,2,5
"8163",1,6,1,3
"8164",1,2,1,3
"8165",1,1,1,2
"8166",1,2,1,3
"8167",1,2,2,5
"8168",1,2,1,6
"8169",1,2,2,5
"8170",1,2,2,5
"8171",1,6,2,3
"8172",1,1,2,5
"8173",1,1,2,6
"8174",1,1,2,6
"8175",1,2,1,3
"8176",1,2,2,2
"8177",1,1,2,3
"8178",1,1,2,6
"8179",1,3,1,3
"8180",1,6,1,2
"8181",1,2,2,5
"8182",1,1,2,5
"8183",1,1,2,6
"8184",1,2,1,2
"8185",1,1,1,5
"8186",1,2,1,5
"8187",1,1,1,2
"8188",1,3,1,6
"8189",1,2,2,4
"8190",1,1,2,6
"8191",1,2,2,2
"8192",1,1,2,6
"8193",1,1,2,5
"8194",1,2,2,3
"8195",1,2,1,6
"8196",1,1,2,6
"8197",1,1,2,2
"8198",1,1,2,6
"8199",2,6,1,5
"8200",1,1,2,5
"8201",1,2,2,5
"8202",1,1,2,5
"8203",1,2,1,5
"8204",1,2,2,2
"8205",1,1,1,6
"8206",1,3,2,6
"8207",1,2,2,5
"8208",1,2,1,4
"8209",1,2,1,6
"8210",1,1,2,5
"8211",1,1,1,5
"8212",1,5,1,3
"8213",1,1,2,6
"8214",1,1,1,5
"8215",1,1,1,6
"8216",1,1,1,3
"8217",1,2,2,6
"8218",1,2,1,5
"8219",1,2,1,6
"8220",1,2,2,3
"8221",1,1,1,2
"8222",1,1,1,6
"8223",1,2,2,5
"8224",1,1,2,6
"8225",1,2,2,3
"8226",1,2,2,5
"8227",1,2,2,1
"8228",1,1,2,5
"8229",1,3,1,5
"8230",1,2,1,3
"8231",1,2,1,5
"8232",1,6,2,3
"8233",1,2,1,5
"8234",1,1,2,5
"8235",1,2,2,4
"8236",1,2,1,6
"8237",1,1,2,6
"8238",1,2,2,5
"8239",1,2,1,2
"8240",1,1,1,6
"8241",1,1,1,3
"8242",1,2,2,3
"8243",1,1,2,5
"8244",1,1,2,5
"8245",1,2,1,5
"8246",1,1,2,5
"8247",1,2,1,5
"8248",1,5,1,5
"8249",1,2,1,3
"8250",1,1,2,6
"8251",1,1,2,4
"8252",1,1,2,2
"8253",1,1,1,5
"8254",1,1,2,3
"8255",1,6,2,3
"8256",1,2,1,3
"8257",1,2,1,3
"8258",1,1,2,3
"8259",1,1,1,6
"8260",1,1,2,5
"8261",1,2,2,2
"8262",1,1,2,5
"8263",1,2,2,2
"8264",1,2,1,6
"8265",1,1,2,2
"8266",1,2,1,3
"8267",1,1,2,3
"8268",1,1,2,5
"8269",1,1,1,2
"8270",3,1,2,6
"8271",1,2,2,5
"8272",1,1,1,2
"8273",1,2,2,3
"8274",1,1,2,3
"8275",1,1,2,5
"8276",1,1,1,5
"8277",1,2,1,3
"8278",1,1,2,5
"8279",1,1,2,5
"8280",1,2,1,5
"8281",1,1,1,3
"8282",1,2,2,5
"8283",1,1,2,5
"8284",1,1,1,6
"8285",1,2,1,3
"8286",1,1,2,6
"8287",1,1,2,3
"8288",1,1,2,3
"8289",1,2,1,4
"8290",1,1,1,6
"8291",1,1,2,6
"8292",1,1,2,4
"8293",1,1,1,5
"8294",1,2,1,5
"8295",1,1,2,5
"8296",1,1,1,6
"8297",1,2,2,5
"8298",1,2,2,2
"8299",1,1,2,5
"8300",1,1,2,4
"8301",1,2,1,5
"8302",1,2,2,4
"8303",1,6,2,1
"8304",1,1,1,3
"8305",1,1,1,3
"8306",2,6,1,2
"8307",1,2,1,5
"8308",1,2,2,2
"8309",1,2,1,2
"8310",1,2,1,4
"8311",1,1,1,6
"8312",1,3,1,5
"8313",1,1,1,6
"8314",1,1,1,5
"8315",1,1,1,6
"8316",1,1,2,5
"8317",1,1,2,3
"8318",1,1,1,4
"8319",1,2,2,5
"8320",1,1,2,3
"8321",1,2,1,5
"8322",1,2,2,2
"8323",1,1,1,3
"8324",1,1,2,1
"8325",1,1,1,6
"8326",1,2,2,2
"8327",1,1,2,6
"8328",1,1,2,5
"8329",1,5,2,5
"8330",1,1,1,3
"8331",1,1,1,6
"8332",1,1,2,5
"8333",1,2,1,2
"8334",1,2,1,3
"8335",1,1,1,5
"8336",1,1,2,5
"8337",1,2,1,6
"8338",1,1,1,2
"8339",1,1,1,5
"8340",1,2,1,6
"8341",1,1,1,5
"8342",1,2,1,3
"8343",1,1,2,4
"8344",1,2,1,3
"8345",1,1,2,6
"8346",1,1,2,5
"8347",1,2,2,2
"8348",1,6,2,3
"8349",1,2,1,5
"8350",1,2,1,4
"8351",1,2,2,5
"8352",1,1,2,5
"8353",1,1,2,3
"8354",1,2,2,6
"8355",1,2,1,4
"8356",1,2,2,5
"8357",1,3,2,3
"8358",1,2,1,2
"8359",1,1,1,4
"8360",1,1,2,5
"8361",1,2,1,2
"8362",1,1,2,5
